word1,word2,word3,word4,group_id,freq1,freq2,freq3,freq4,freq_ratio,freq_mean,conc1,conc2,conc3,conc4,conc_ratio,conc_mean,sim_1_2,sim_1_3,sim_1_4,sim_2_3,sim_2_4,sim_3_4,mean_similarity,sd_similarity,min_similarity,max_similarity,range_similarity,outlier_word,outlier_avg_sim,most_central_word,most_central_avg_sim,outlier_gap
partner,folks,middle,angel,37,3740,3861,3631,3828,1.063343432,3765,3.53,3.52,3.69,3.82,1.085227273,3.64,0.34795362,0.30099678,0.35268658,0.25941625,0.22369103,0.30673996,0.2985807033333333,0.050159464,0.22369103,0.35268658,0.12899555000000001,word2,0.27702030000000005,word1,0.3338789933333333,0.028747204444444452
difference,pleasure,situation,service,38,4058,4070,4203,3969,1.058956916,4075,2.15,2.04,2.03,2.21,1.088669951,2.1075,0.3329259,0.4633885,0.3537588,0.29024073,0.36560386,0.40236333,0.36804685333333337,0.059607115,0.29024073,0.4633885,0.17314776999999998,word2,0.32959016333333335,word3,0.38533085333333333,0.051275586666666595
king,piece,boss,class,39,6258,6323,5989,5955,1.061796809,6131.25,4.1,4.14,3.83,3.85,1.080939948,3.98,0.30759218,0.4389568,0.27203003,0.26835236,0.34972012,0.33491507,0.32859442666666666,0.063144011,0.26835236,0.4389568,0.17060443999999997,word2,0.3085548866666667,word3,0.3474080766666667,0.026719386666666678
killer,surprise,space,idiot,40,3193,3453,3253,3373,1.081428124,3318,3.31,3.24,3.54,3.32,1.092592593,3.3525,0.33096915,0.28926018,0.34217358,0.2887977,0.36934012,0.2327509,0.30888193833333333,0.048653253,0.2327509,0.36934012,0.13658921999999998,word3,0.27026959333333334,word2,0.3297023233333333,0.051483127
neck,arm,hat,computer,41,2997,3260,3246,3006,1.087754421,3127.25,5,4.96,4.88,4.93,1.024590164,4.9425,0.5962091,0.39578083,0.28872997,0.3740601,0.36888674,0.2986128,0.38704659,0.1111848592160001,0.28872997,0.5962091,0.30747913000000004,word4,0.31874317,word2,0.4463853133333333,0.091071227
stage,board,shop,camp,42,2283,2372,2492,2366,1.091546211,2378.25,4.64,4.57,4.31,4.35,1.076566125,4.4675,0.3755106,0.30831409,0.38096428,0.38037583,0.38411704,0.39638075,0.370943765,0.031474694990319296,0.30831409,0.39638075,0.08806666,word1,0.35492965666666665,word4,0.3871540233333333,0.021352144
truck,list,store,star,43,3708,3958,3998,3913,1.078209277,3894.25,4.84,4.43,4.5,4.69,1.09255079,4.615,0.28456542,0.46532184,0.34569395,0.36330023,0.33568197,0.26533285,0.3433160433333333,0.070543221,0.26533285,0.46532184,0.19998898999999998,word4,0.31556959,word1,0.36519373666666666,0.036995271
area,top,report,ride,44,3817,3655,3612,3910,1.082502769,3748.5,3.72,3.93,3.92,3.75,1.056451613,3.83,0.43300623,0.28302932,0.2834096,0.26152208,0.28723815,0.29722524,0.30757176999999997,0.062547625,0.26152208,0.43300623,0.17148415,word3,0.28059221333333334,word1,0.3331483833333333,0.035972742
cell,queen,glass,teacher,45,2769,2735,2988,2815,1.09250457,2826.75,4.44,4.45,4.82,4.52,1.085585586,4.5575,0.36329868,0.38097736,0.29766643,0.29961395,0.35927588,0.24096222,0.32363242,0.053325026,0.24096222,0.38097736,0.14001513999999998,word4,0.29930151,word1,0.34731415666666665,0.032441213
brain,beer,fish,ice,46,3887,3848,3868,4018,1.044178794,3905.25,4.69,4.88,5,4.89,1.066098081,4.865,0.32601973,0.42734018,0.36962774,0.4947108,0.46075398,0.42638445,0.41747281333333336,0.061104117,0.32601973,0.4947108,0.16869107,word1,0.3743292166666667,word3,0.4494784766666667,0.057524796
blade,rocket,patch,robot,47,639,601,593,618,1.077571669,612.75,4.93,4.73,4.7,4.65,1.060215054,4.7525,0.3243657,0.42596093,0.34977472,0.33336028,0.49900657,0.2858374,0.3697176,0.078346928,0.2858374,0.49900657,0.21316916999999996,word3,0.34838620333333337,word2,0.3855775166666666,0.028441862
ship,horse,tv,clothes,48,4729,4695,5155,5141,1.097976571,4930,4.87,5,5,4.76,1.050420168,4.9075,0.3460008,0.29312342,0.33395028,0.30122212,0.3667208,0.38632956,0.3378911633333333,0.036352421,0.29312342,0.38632956,0.09320614,word1,0.32435816666666667,word4,0.3623335466666667,0.018043995555555525
